	Gene	Chromosome	TxStart	TxEnd
394	CLIC3	9	137166861	137164896
6367	FUT7	9	137203299	137200462
15164	NPDC1	9	137216492	137209759
10787	ENTPD2	9	137224342	137218389
15375	SAPCD2	9	137240865	137232612
9727	UAP1L1	9	137248429	137254828
7360	MAN1B1	9	137257215	137279476
7760	DPP7	9	137285032	137280829
34	GRIN1	9	137308678	137339044
707	LRRC26	9	137340340	137339050
4173	ANAPC2	9	137358894	137345072
6575	SSNA1	9	137358969	137360652
102	TPRN	9	137370394	137361905
12643	TMEM203	9	137375927	137374373
4510	NDOR1	9	137375983	137387297
6400	RNF208	9	137391295	137390544
13517	CYSRT1	9	137395480	137396599
8854	SLC34A3	9	137401221	137406843
9162	TUBB4B	9	137411590	137413996
6849	FAM166A	9	137418059	137413873
9062	STPG3	9	137421566	137423771
12023	NELFB	9	137425783	137443828
3696	TOR4A	9	137448116	137452929
13458	NRARP	9	137472540	137470771
8863	NOXA1	9	137593683	137604694
10794	ENTPD8	9	137608591	137604958
7909	NSMF	9	137629591	137618513
9663	PNPLA7	9	137720673	137630241
2323	MRPL41	9	137722180	137722843
4576	DPH7	9	137749224	137725197
3780	ZMYND19	9	137760774	137752367
4360	ARRDC1	9	137775942	137785646
3717	EHMT1	9	137789301	138006413
8603	CACNA1B	9	138048077	138292468
7708	TUBB8	10	85178	82996
3778	ZMYND11	10	170642	289578
124	PRR26	10	685887	688593
14767	DIP2C	10	725606	311431
2485	LARP4B	10	921702	845483
2769	GTPBP4	10	1024348	1053707
5368	IDI2	10	1061799	1054846
5367	IDI1	10	1085061	1075973
2743	WDR37	10	1092797	1168106
10724	ADARB2	10	1769670	1218072
11476	PFKP	10	3099751	3168995
2690	PITRM1	10	3204977	3169920
13224	KLF6	10	3817455	3808188
5826	AKR1E2	10	4858425	4880249
7493	AKR1C1	10	4995453	5010157
7494	AKR1C2	10	5050207	5021965
12952	AKR1C3	10	5126567	5139878
7489	AKR1C4	10	5228797	5250912
14228	UCN3	10	5396975	5406169
7982	TUBAL3	10	5436793	5425061
15765	NET1	10	5444561	5490401
4437	CALML5	10	5531510	5530660
4433	CALML3	10	5556923	5558225
14584	ASB13	10	5748541	5720836
2594	FAM208B	10	5766806	5845537
3162	GDI2	10	5895379	5847191
5818	ANKRD16	10	5971352	5960058
3637	FBH1	10	5972219	6019562
3182	IL15RA	10	6059543	6034339
7141	IL2RA	10	6144278	6093511
10884	RBM17	10	6171012	6198845
13526	PFKFB3	10	6284900	6317500
4151	PRKCQ	10	6662244	6509110
4336	SFMBT2	10	7491309	7244254
15426	ITIH5	10	7701620	7653373
15425	ITIH2	10	7785342	7831488
5446	KIN	10	7869950	7837372
8456	ATP5F1C	10	7870098	7889766
11016	GATA3	10	8136672	8157170
14480	CELF2	10	11087289	11416358
6084	USP6NL	10	11693632	11544058
5230	ECHDC3	10	11824388	11846070
11293	PROSER2	10	11905402	11954280
9889	UPF2	10	12125029	12002027
13280	DHTKD1	10	12150976	12205229
776	SEC61A2	10	12211698	12251962
3572	CDC123	10	12277970	12332593
8443	NUDT5	10	12278149	12249579
4777	CAMK1D	10	12431588	12911737
14147	CCDC3	10	13083710	12978632
9443	OPTN	10	13182087	13220282
229	MCM10	10	13243586	13293108
15431	UCMA	10	13316334	13303776
626	PHYH	10	13382107	13359805
12409	SEPHS1	10	13430286	13400088
15194	BEND7	10	13584982	13520642
12975	PRPF18	10	13669011	13737933
10925	FRMD4A	10	14412889	13725717
10481	FAM107B	10	14856902	14600564
14018	HSPA14	10	14920345	14953744
11734	SUV39H2	10	14960867	14986308
14771	DCLRE1C	10	15036100	14989883
4539	OLAH	10	15125933	15155857
2255	ACBD7	10	15170780	15158525
6743	RPP38	10	15179389	15186259
7266	NMT2	10	15250663	15189908
5792	FAM171A1	10	15453064	15293652
8001	ITGA8	10	15801776	15599093
8808	MINDY3	10	15942525	15860180
2077	PTER	10	16518972	16595742
6963	C1QL3	10	16604010	16595747
13001	RSU1	10	16899459	16672622
12300	CUBN	10	17211796	16906543
4191	TRDMT1	10	17283665	17228742
3374	VIM	10	17311303	17319598
13645	ST8SIA6	10	17536260	17402681
14423	HACD1	10	17699379	17672275
3402	STAM	10	17726129	17797913
598	MRC1	10	17891367	18240096
4682	SLC39A12	10	18280826	18372218
1368	CACNB2	10	18469611	18870044
469	NSUN6	10	18980556	18874496
3165	ARL5B	10	18988318	19006946
11346	PLXDC2	10	20145377	20609121
12836	NEBL	10	21226537	21114603
14050	C10orf113	10	21475433	21454698
8063	CASC10	10	21826197	21823427
15386	MLLT10	10	21863107	22072560
6810	DNAJC1	10	22332476	22085512
13024	COMMD3	10	22645304	22649243
6344	BMI1	10	22650145	22660190
14856	SPAG6	10	22674404	22746544
4348	PIP4K2A	10	23043490	22865828
11994	ARMC3	10	23256965	23366520
13127	PTF1A	10	23521465	23522841
13196	C10orf67	10	23673778	23645526
14170	OTUD1	10	23768203	23771109
8780	KIAA1217	10	24538098	24876777
802	ARHGAP21	10	25052550	24912550
13712	PRTFDC1	10	25281539	25177559
2290	ENKUR	10	25345036	25310922
9992	THNSL1	10	25345592	25354458
11162	GPR158	10	25504295	25928513
63	MYO3A	10	26263201	26541461
14948	GAD2	10	26545599	26633493
10598	APBB1IP	10	26767271	26896736
15782	PDSS1	10	27026600	27075730
14996	ABI1	10	27189965	27075532
12865	ANKRD26	10	27429411	27334444
15614	YME1L1	10	27483327	27440668
15320	MASTL	10	27484297	27515854
2257	ACBD5	10	27569718	27525752
4473	RAB18	10	27833220	27869103
5825	MKX	10	28074753	28001811
8009	ARMC4	10	28327983	28141102
15570	MPP7	10	28611021	28382995
13681	WAC	10	28861705	28949473
9858	BAMBI	10	29006429	29011874
9018	LYZL1	10	29618029	29640160
8535	SVIL	10	29963907	29786282
12542	MTPAP	10	30678254	30641764
13552	MAP3K8	10	30762871	30790767
9019	LYZL2	10	30958632	30940723
2424	ZNF438	10	31313361	31173568
12117	ZEB1	10	31648147	31856740
12547	KIF5B	10	32385221	32340076
9803	EPC1	10	32676119	32597864
2376	CCDC7	10	32775109	33211796
7327	ITGB1	10	33264492	33236244
6353	NRP1	10	33663316	33526556
11235	PARD3	10	35143929	34641285
4613	CUL2	10	35419300	35338813
10297	CREM	10	35455806	35541891
8884	CCNY	10	35575958	35899159
13187	GJD4	10	35934343	35937869
4977	FZD8	10	35970368	35967182
4843	ANKRD30A	10	37454790	37793655
14745	ZNF248	10	38186492	38157904
6462	ZNF25	10	38282547	38278800
8527	ZNF33A	10	38339646	38388987
9635	ZNF37A	10	38423280	38452282
8526	ZNF33B	10	42453998	42404560
9192	BMS1	10	42598264	42646855
6251	RET	10	42892532	42944955
13120	CSGALNACT2	10	42953939	43000753
3429	RASGEF1A	10	43045193	43009989
12748	FXYD4	10	43187097	43191789
11921	HNRNPF	10	43223273	43201314
6490	ZNF239	10	43383913	43371800
12943	ZNF485	10	43421860	43433357
14719	ZNF32	10	43464158	43459313
5144	CXCL12	10	44200508	44192516
848	RASSF4	10	44775224	44810176
12365	DEPP1	10	44794263	44791716
6467	ZNF22	10	44815927	44820779
4583	OR13A1	10	45131062	45118107
729	ALOX5	10	45189634	45261567
9364	MARCH8	10	45410360	45272822
785	ZFAND4	10	45487802	45431049
5070	WASHC2C	10	45542672	45608417
6523	AGAP4	10	45662927	51440254
7838	PTPN20	10	46061009	48357047
10620	SYT15	10	46390607	46380451
1737	GPRIN2	10	46413551	46420573
11366	NPY4R	10	46503539	46508325
9783	ANXA8	10	46594080	47891372
12934	ZNF488	10	47975094	47993870
12784	RBP3	10	48010880	48001527
10317	GDF2	10	48036859	48033097
6210	GDF10	10	48059172	48045794
9257	FRMPD2	10	49129806	49034819
9978	MAPK8	10	49279692	49313189
4740	ARHGAP22	10	49483144	49324085
7984	LRRC18	10	49792288	49787536
7556	VSTM4	10	49993557	49980222
3829	TMEM273	10	50066421	50032803
646	PGBD3	10	50402332	50393254
4756	ERCC6	10	50417078	50336714
3746	SLC18A3	10	50488352	50490771
12311	CHAT	10	50491159	50543156
4414	C10orf53	10	50557737	50588313
13737	OGDHL	10	50640375	50612716
588	MSMB	10	51219558	51232596
5259	NCOA4	10	51242372	51260739
15969	TIMM23	10	51293342	51262093
5068	WASHC2A	10	51497689	51563274
12734	ASAH2	10	51678319	51617077
11182	SGMS1	10	52053743	51735351
12999	A1CF	10	52315441	52236330
4407	PRKG1	10	52421123	53725280
9410	CSTF2T	10	53129361	53125251
15280	DKK1	10	53744046	53747422
987	MBL2	10	54201466	54195146
9463	PCDH15	10	56231045	55251058
4359	ZWINT	10	57791040	57787204
15584	IPMK	10	59697700	59625623
595	CISD1	10	59698920	59717867
2096	UBE2D1	10	59764744	59800515
7080	TFAM	10	59815181	59825903
11666	BICC1	10	60223300	60244080
2045	PHYHIPL	10	60606352	60677062
13479	FAM13C	10	60792358	60675952
2375	CCDC6	10	61336314	61218527
14271	ANK3	10	61570752	61458164
5532	CDK1	10	62208241	62223930
3807	RHOBTB1	10	62373995	62299205
6487	CABCOCO1	10	63092724	63196097
409	RTKN2	10	63698472	63622960
10732	ZNF365	10	63803956	64101777
12931	ADO	10	64234521	64238244
8654	EGR2	10	64246121	64241762
8759	NRBF2	10	64563058	64584789
13372	LRRTM3	10	68355818	68529072
15527	CTNNA3	10	69125933	67349937
13498	DNAJC12	10	69267943	69240973
9182	SIRT1	10	69314432	69348147
13654	HERC4	10	69505019	69352252
12102	MYPN	10	69538999	69641464
7005	ATOH7	10	69661861	69660389
10867	HNRNPH3	10	69760936	69772956
3980	PBLD	10	69762655	69713823
4556	RUFY2	10	69837028	69770869
3330	SLC25A16	10	69957590	69912103
12407	TET1	10	69990418	70123454
15981	CCAR1	10	70150976	70221315
10371	DDX50	10	70331039	70376608
1520	DDX21	10	70385897	70414285
14116	KIF1BP	10	70418585	70446740
13661	SRGN	10	70517833	70534571
3993	VPS26A	10	70553961	70602620
3563	SUPV3L1	10	70609998	70638855
12037	HKDC1	10	70650064	70697314
7928	HK1	10	70699761	70831641
8204	TACR2	10	70846085	70834587
3320	TSPAN15	10	70881231	70937429
8924	NEUROG3	10	71003128	71001796
2880	FAM241B	10	71060019	71063353
10699	COL13A1	10	71231649	71388909
2659	H2AFY2	10	71482622	71542021
8966	AIFM2	10	71562696	71542035
9888	TYSND1	10	71576442	71568973
1040	SAR1A	10	71600256	71581876
4466	PPA1	10	71663177	71632591
711	LRRC20	10	71811420	71728734
4712	EIF4EBP2	10	71833927	71853675
267	NODAL	10	71871429	71862076
11942	PALD1	10	71908582	71998211
1850	PRF1	10	72032520	72027110
11832	ADAMTS14	10	72102564	72190664
1610	TBATA	10	72215163	72201000
10985	SGPL1	10	72245721	72309871
12433	PCBD1	10	72318547	72313272
9661	UNC5B	10	72642354	72729714
11326	SLC29A3	10	72749037	72793146
11215	CDH23	10	72826696	73076543
15721	VSIR	10	73203343	73177321
3171	PSAP	10	73280984	73246063
114	CHST3	10	73394125	73443318
14936	SPOCK2	10	73518773	73488798
4953	ASCC1	10	73645700	73526285
10774	ANAPC16	10	73645811	73665622
814	DDIT4	10	73703682	73705803
3614	DNAJB12	10	73784875	73762593
11712	MICU1	10	74055867	73797103
3590	MCU	10	74121894	74317456
15455	OIT3	10	74323344	74362793
6443	PLA2G12B	10	74384486	74365345
10080	P4HA1	10	74526614	74436987
2435	NUDT13	10	74540215	74561586
8487	ECD	10	74597823	74564288
14487	FAM149B1	10	74607635	74665211
1135	DNAJC9	10	74677031	74672589
11461	MRPS16	10	74682457	74678607
9780	ANXA7	10	74843814	74805209
9007	MSS51	10	74863324	74853344
1284	PPP3CB	10	74925760	74866617
4947	USP54	10	75005422	74965964
10973	MYOZ1	10	75071521	75061419
10739	SYNPO2L	10	75080793	75075295
13767	SEC24C	10	75174137	75201923
14873	FUT11	10	75202054	75205980
10607	CHCHD1	10	75211833	75213135
11780	NDST2	10	75241348	75231674
13048	CAMK2G	10	75304344	75242264
16014	PLAU	10	75340895	75347260
325	C10orf55	10	75341994	75340029
449	VCL	10	75424956	75549918
14169	AP3M1	10	75580793	75551522
10986	ADK	10	75580970	76139066
1384	DUPD1	10	76488278	76467599
10452	DUSP13	10	76529254	76524198
7969	SAMD8	10	76541398	76606613
7468	COMTD1	10	76665776	76663735
13123	LRMDA	10	77212524	77987130
15128	KCNMA1	10	79067348	78316931
12504	POLR3A	10	79459265	79405911
10677	RPS24	10	79463628	79470466
6798	PPIF	10	80777225	80785093
1904	ZCCHC24	10	80875386	80812090
9675	SFTPA2	10	80990156	81305607
14747	SFTPA1	10	81040717	81363921
5362	SFTPD	10	81698841	81687477
3245	TMEM254	10	81828405	81842287
4678	ANXA11	10	81955261	81905363
7358	MAT1A	10	82039230	82021556
15759	DYDC1	10	82106480	82085840
15758	DYDC2	10	82106537	82117809
15285	FAM213A	10	82158277	82182727
3319	TSPAN14	10	82204046	82269364
7203	SH2D4B	10	82287637	82396296
1588	GHITM	10	85889294	85902910
945	C10orf99	10	85923546	85935019
1728	CDHR1	10	85944496	85967099
5171	LRIT1	10	85991197	85981457
5691	RGR	10	85994788	86008924
14301	CCSER2	10	86121039	86268252
13174	GRID1	10	88116230	87349291
10900	WAPL	10	88271476	88187111
4511	OPN4	10	88404377	88416192
14338	LDB3	10	88418407	88484731
14202	BMPR1A	10	88506375	88674924
12450	MMRN2	10	88707352	88685575
8961	SNCG	10	88708392	88712995
5756	ADIRF	10	88718167	88720646
13255	GLUD1	10	88844603	88800224
6510	FAM35A	10	88844932	88941200
8816	MINPP1	10	89254632	89303124
10937	PAPSS2	10	89409455	89497440
12124	ATAD1	10	89567897	89502854
12332	PTEN	10	89613174	89716382
15044	RNLS	10	90332988	90023600
2307	LIPJ	10	90336498	90356712
2304	LIPF	10	90414195	90428542
12868	ANKRD22	10	90601496	90572305
968	STAMBPL1	10	90630005	90673222
14096	ACTA2	10	90702491	90684810
6823	FAS	10	90740267	90765521
551	CH25H	10	90957051	90955673
13711	LIPA	10	91001640	90963308
3147	IFIT2	10	91051782	91058658
3146	IFIT3	10	91077732	91090294
13135	IFIT1B	10	91127792	91134941
3148	IFIT1	10	91142357	91153582
3144	IFIT5	10	91164325	91168549
12278	SLC16A12	10	91285293	91180752
10518	PANK1	10	91393627	91332728
5017	KIF20B	10	91451346	91524682
14863	HTR7	10	92607651	92490557
6748	RPP30	10	92621254	92651926
15778	ANKRD1	10	92671012	92661836
2839	PCGF5	10	92970524	93030717
6857	HECTD2	10	93160080	93213401
9586	PPP1R3C	10	93382760	93378181
6159	TNKS2	10	93548048	93615012
9382	FGFBP3	10	93659220	93656325
15726	BTAF1	10	93673715	93780058
209	CPEB3	10	94040824	93798378
9352	MARCH5	10	94040899	94103701
8008	IDE	10	94323813	94203962
4381	KIF11	10	94342970	94405130
1949	HHEX	10	94439691	94445383
14263	EXOC6	10	94584449	94809240
9809	CYP26C1	10	94811010	94818444
1078	CYP26A1	10	94823221	94827631
5548	CEP55	10	95246398	95278837
1517	FFAR4	10	95316411	95337356
12785	RBP4	10	95350983	95341583
10716	PDE6C	10	95362334	95415418
7455	FRA10AC1	10	95452319	95418318
14761	LGI1	10	95507667	95547906
11535	SLC35G1	10	95643719	95652480
5409	PLCE1	10	95780558	96078136
13954	TBC1D12	10	96152341	96283858
937	HELLS	10	96295563	96351845
7399	CYP2C18	10	96433367	96485514
14564	CYP2C19	10	96512452	96602661
13185	CYP2C9	10	96688429	96739137
13186	CYP2C8	10	96819150	96786518
14394	ACSM6	10	96943946	96976152
12228	PDLIM1	10	97040771	96987321
1475	SORBS1	10	97190909	97064771
1946	ALDH18A1	10	97406557	97355676
10788	ENTPD1	10	97461525	97616454
8891	CCNJ	10	97793329	97810613
8862	BLNK	10	98021316	97941446
9456	DNTT	10	98054074	98088309
2002	OPALIN	10	98109049	98092968
13154	TLL2	10	98263658	98114355
6259	PIK3AP1	10	98470269	98343060
5268	LCOR	10	98582726	98708655
12212	SLIT1	10	98935653	98750600
9174	ARHGAP19	10	99042384	98902792
12129	FRAT1	10	99069011	99071662
8802	FRAT2	10	99084448	99082243
1145	RRP12	10	99151030	99106448
12313	PGAM1	10	99176016	99183187
5421	EXOSC1	10	99195739	99185990
2032	ZDHHC16	10	99195919	99207116
5940	MMS19	10	99248155	99208072
9412	UBTD1	10	99248757	99320950
8081	ANKRD2	10	99322245	99333631
2316	HOGA1	10	99334110	99362543
13200	C10orf62	10	99339473	99340680
6658	MORN4	10	99383227	99364766
5879	PI4K2A	10	99390432	99426177
4167	AVPI1	10	99436960	99427170
13562	MARVELD1	10	99463470	99467895
7148	ZFYVE27	10	99486874	99510642
11873	SFRP5	10	99521760	99516507
5173	GOLGA7B	10	99599985	99617771
14067	CRTAC1	10	99780575	99614747
6184	R3HCC1L	10	99884417	99994643
11473	LOXL4	10	100017997	99997439
3959	PYROXD2	10	100164931	100133313
15300	HPS1	10	100196694	100178894
10086	HPSE2	10	100985609	100208864
14488	CNNM1	10	101080022	101144075
13798	GOT1	10	101180336	101146617
568	NKX2-3	10	101282699	101286268
10782	ENTPD7	10	101409252	101455451
4452	COX15	10	101481890	101461595
13716	CUTC	10	101481992	101505878
15798	ABCC2	10	101532562	101601571
7506	DNMBP	10	101721871	101626897
2458	CPN1	10	101831584	101792061
3167	ERLIN1	10	101935393	101899841
14891	CHUK	10	101979334	101938114
13909	CWF19L1	10	102017369	101982046
5116	BLOC1S2	10	102036104	102023702
13545	PKD2L1	10	102080233	102037892
12839	SCD	10	102096761	102114577
1998	WNT8B	10	102212787	102233491
8074	SEC31B	10	102269585	102236392
14575	NDUFB8	10	102279626	102273486
8851	HIF1AN	10	102285685	102299745
8676	PAX2	10	102495321	102579687
7606	SLF2	10	102662315	102714879
14048	SEMA4G	10	102719269	102735362
2321	MRPL43	10	102737203	102736032
7130	TWNK	10	102737301	102744148
6957	LZTS2	10	102746954	102757575
3404	PDZD7	10	102780869	102767078
7189	SFXN3	10	102780985	102790987
13057	KAZALD1	10	102811587	102815338
7599	TLX1	10	102880251	102887526
1627	LBX1	10	102978707	102976723
5352	BTRC	10	103103814	103307058
11124	POLL	10	103337107	103329199
11066	DPCD	10	103338078	103359399
4489	FBXW4	10	103444733	103360411
6705	FGF8	10	103525817	103519876
14011	NPM3	10	103533148	103531072
7445	MGEA5	10	103568165	103534198
4157	KCNIP2	10	103589601	103577387
15299	HPS6	10	103815136	103817782
14340	LDB1	10	103864353	103857316
15617	PPRC1	10	103882776	103900078
12222	NOLC1	10	103902106	103912347
13901	ELOVL3	10	103976132	103979332
12441	PITX3	10	103991221	103979935
1057	GBF1	10	103995278	104132642
9005	NFKB2	10	104144319	104152270
10967	FBXL15	10	104169578	104172883
204	CUEDC2	10	104182319	104172995
951	C10orf95	10	104201290	104199583
13904	MFSD13A	10	104211159	104226790
4317	ACTR1A	10	104252452	104228976
3286	SUFU	10	104253753	104383199
10285	TRIM8	10	104394355	104408064
7054	ARL3	10	104464180	104423479
7188	SFXN2	10	104464287	104488932
9714	WBP1L	10	104525995	104565310
13476	CYP17A1	10	104587168	104580283
1675	BORCS7	10	104604008	104613956
269	AS3MT	10	104619262	104651643
14490	CNNM2	10	104668103	104828228
5834	NT5C2	10	104943006	104837903
2841	PCGF6	10	105100881	105052543
3929	TAF5	10	105117713	105138810
13993	ATP5MD	10	105146213	105138803
4078	PDCD11	10	105146448	105195463
12725	CALHM2	10	105202065	105196538
12722	CALHM1	10	105208635	105203133
12724	CALHM3	10	105228987	105222567
14561	NEURL1	10	105244037	105342292
4522	SH3PXD2A	10	105605154	105343773
12207	STN1	10	105667956	105632291
3571	SLK	10	105717459	105777332
9506	COL17A1	10	105835628	105781035
10239	SFR1	10	105871805	105876132
9093	CFAP43	10	105982110	105879635
9219	GSTO1	10	106004667	106017199
9238	ITPRIP	10	106083653	106061890
15036	CFAP58	10	106103511	106204838
9957	SORCS3	10	106390848	107014983
9955	SORCS1	10	108914282	108328814
301	XPNPEP1	10	111673192	111614513
13536	ADD3	10	111757700	111885310
14020	MXI1	10	111957352	112037113
4499	SMNDC1	10	112054687	112042788
13922	DUSP5	10	112247614	112261290
10230	SMC3	10	112317438	112354380
3974	PDCD4	10	112621585	112649753
4670	SHOC2	10	112713902	112763412
1313	ADRA2A	10	112826910	112830560
4595	GPAM	10	113933508	113899611
4660	TECTB	10	114033482	114053060
6140	ACSL5	10	114125012	114178127
11088	ZDHHC6	10	114196649	114180472
9569	VTI1A	10	114197005	114487522
10584	TCF7L2	10	114700200	114916058
3535	HABP2	10	115302774	115339348
11770	NRAP	10	115413795	115338573
10745	CASP7	10	115428952	115480652
3432	PLEKHS1	10	115501202	115532181
14773	DCLRE1A	10	115603597	115584473
2622	NHLRC2	10	115604409	115658442
12677	ADRB1	10	115793804	115795518
508	CCDC186	10	115924354	115871963
4863	TDRD1	10	115929018	115982053
9855	VWA2	10	115989007	116041727
11836	AFAP1L2	10	116154505	116044573
3113	ABLIM1	10	116276579	116185702
659	FAM160B1	10	116571772	116614254
9229	TRUB1	10	116687941	116727420
12152	ATRNL1	10	116843499	117694280
11826	GFRA1	10	118021641	117813853
2588	PNLIP	10	118295417	118317356
14525	PNLIPRP1	10	118340460	118358677
9289	C10orf82	10	118419471	118413197
10883	HSPA12A	10	118492075	118420693
6847	SHTN1	10	118754686	118634297
1929	VAX1	10	118887802	118878021
10180	KCNK18	10	118946989	118959800
1146	SLC18A2	10	118991172	119027085
9949	PDZD8	10	119124927	119032595
15111	EMX2	10	119291945	119299043
9135	RAB11FIP2	10	119796104	119754418
3771	FAM204A	10	120091808	120058561
11923	PRLHR	10	120344746	120343633
15720	CACUL1	10	120504748	120432909
5696	NANOS1	10	120779217	120783844
9375	EIF3A	10	120830291	120784546
4365	FAM45A	10	120853600	120887212
7186	SFXN4	10	120915194	120890416
12434	PRDX3	10	120928335	120917204
14840	GRK5	10	120957186	121205120
15956	RGS10	10	121276951	121249614
1350	TIAL1	10	121343015	121324903
4719	BAG3	10	121400871	121427317
9408	INPP5F	10	121475598	121578648
14687	MCMBP	10	121622256	121580700
15060	SEC23IP	10	121642212	121691235
14620	WDR11	10	122600684	122659026
1310	FGFR2	10	123347907	123266837
12160	ATE1	10	123677536	123492615
13488	NSMCE4A	10	123724700	123706594
5010	TACC2	10	123738678	124004045
13663	BTBD16	10	124020810	124087666
10407	PLEKHA1	10	124124209	124181856
14180	HTRA1	10	124211110	124264413
4405	DMBT1	10	124310170	124393242
6421	C10orf120	10	124449328	124447216
9981	CUZD1	10	124600300	124581660
13344	FAM24B	10	124629068	124598601
9286	C10orf88	10	124703763	124681015
1080	PSTK	10	124729545	124739894
15929	IKZF5	10	124758179	124740313
11431	ACADSB	10	124758523	124807795
10388	BUB3	10	124903859	124914869
6909	GPR26	10	125415860	125444113
5763	CPXM2	10	125641490	125495141
6594	CHST15	10	125796231	125757175
11899	OAT	10	126097450	126075861
2740	LHPP	10	126140401	126292699
5847	FAM53B	10	126422828	126345752
8043	EEF1AKMT2	10	126470429	126437395
13871	ABRAXAS2	10	126480381	126515226
1810	ZRANB1	10	126620681	126663759
8450	CTBP2	10	126706443	126667390
9047	TEX36	10	127361703	127334259
13525	EDRF1	10	127398073	127442702
7499	MMP21	10	127454380	127445018
11037	UROS	10	127501757	127467141
14697	BCCIP	10	127502104	127532080
14380	DHX32	10	127559874	127514898
7852	FANK1	10	127575100	127688149
1980	ADAM12	10	128067002	127719903
949	C10orf90	10	128200000	128103565
4666	FAM196A	10	128884412	128823679
